POI Identifier;Address;Description;Name;geo_shape;geo_point_2d
1888;490 MACDONNELL ST;Parking Lot;ANGROVE LOT;"{""type"": ""Point"", ""coordinates"": [-76.48303855535056, 44.23229618308941]}";44.2322961831, -76.4830385554
2748;126 WELLINGTON ST;;FORMER MASONIC LODGE;"{""type"": ""Point"", ""coordinates"": [-76.4840773703521, 44.229830378273476]}";44.2298303783, -76.4840773704
3520;187 STUART ST;Queen's University;;"{""type"": ""Point"", ""coordinates"": [-76.49745998803321, 44.22420509986714]}";44.2242050999, -76.497459988
3217;1060 LEN BIRCHALL WY;;AIRPORT - HANGAR 4;"{""type"": ""Point"", ""coordinates"": [-76.5943707728099, 44.21989397386798]}";44.2198939739, -76.5943707728
852;2 FORT HENRY DR;Historic Site;FORT HENRY NATIONAL HISTORIC SITE;"{""type"": ""Point"", ""coordinates"": [-76.46057148256295, 44.22997948561032]}";44.2299794856, -76.4605714826
1445;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.30977180173574, 44.29173746467105]}";44.2917374647, -76.3097718017
763;360 KINGSTON MILLS RD;Washroom;MEADOWCREST COMMUNITY CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.42231095584029, 44.30084926338404]}";44.3008492634, -76.4223109558
529;750 INNOVATION DR;Soccer Field;J. MACHEN SPORTS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.43683449542661, 44.27285490870726]}";44.2728549087, -76.4368344954
925;541 DAYS RD;Place of Worship;KINGSWAY OUTREACH CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.57192642038807, 44.23897084107368]}";44.2389708411, -76.5719264204
151;31 FAIRCREST BLVD;Playground;RIVERSIDE CENTRAL;"{""type"": ""Point"", ""coordinates"": [-76.4104560785983, 44.247320229223476]}";44.2473202292, -76.4104560786
1108;360 KINGSTON MILLS RD;Park;MEADOWCREST PARK;"{""type"": ""Point"", ""coordinates"": [-76.42223209337865, 44.30095173049022]}";44.3009517305, -76.4222320934
1433;111 NORMAN ROGERS DR;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.51768859021573, 44.233451144925695]}";44.2334511449, -76.5176885902
1437;69 NICKLE AVE;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.52888394169244, 44.22697896634253]}";44.2269789663, -76.5288839417
1427;920 KING ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.53305874319963, 44.21798549828328]}";44.2179854983, -76.5330587432
1432;920 KING ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.53357592923791, 44.21918049119702]}";44.2191804912, -76.5335759292
1441;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.3098231302475, 44.29154193343139]}";44.2915419334, -76.3098231302
347;1030 SUNNYSIDE RD;Ball Diamond;CLOVERDALE PARK (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.55029989452308, 44.27920799991948]}";44.2792079999, -76.5502998945
335;1030 SUNNYSIDE RD;Ball Diamond;CLOVERDALE PARK (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.54833595803892, 44.27860259753117]}";44.2786025975, -76.548335958
2207;1020 LANCASTER DR;Multi-Use Court;LANCASTER PS MULTI USE COURT;"{""type"": ""Point"", ""coordinates"": [-76.5963875599447, 44.25551837813856]}";44.2555183781, -76.5963875599
380;1066 HUDSON DR;Ball Diamond;BAYRIDGE PUBLIC SCHOOL BASEBALL FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.59264096653588, 44.24817668178712]}";44.2481766818, -76.5926409665
359;641 TRUEDELL RD;Ball Diamond;TRUEDELL PUBLIC SCHOOL BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.57987348670385, 44.2447623002195]}";44.2447623002, -76.5798734867
375;434 MCEWEN DR;Ball Diamond;LA SALLE PARK BASEBALL FIELD 3;"{""type"": ""Point"", ""coordinates"": [-76.57187293950302, 44.23215230424117]}";44.2321523042, -76.5718729395
409;21 QUEENSTON HTS;Basketball Court;QUEENSTON HEIGHTS PARK;"{""type"": ""Point"", ""coordinates"": [-76.4510995646658, 44.23634446759015]}";44.2363444676, -76.4510995647
344;346 COLLEGE ST;Ball Diamond;COMPTON PARK BALL DIAMOND;"{""type"": ""Point"", ""coordinates"": [-76.51098480067465, 44.23420166151053]}";44.2342016615, -76.5109848007
1865;400 GORE RD;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44494792660944, 44.260686686663455]}";44.2606866867, -76.4449479266
368;53 FOURTH AVE;Ball Diamond;KIWANIS PARK;"{""type"": ""Point"", ""coordinates"": [-76.50019104089357, 44.24646415055644]}";44.2464641506, -76.5001910409
986;215 GREEN BAY RD;Park;GREEN BAY WALKWAY;"{""type"": ""Point"", ""coordinates"": [-76.46396169894392, 44.240557434085645]}";44.2405574341, -76.4639616989
350;;Ball Diamond;HILLVIEW PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.5988855326035, 44.24583945253051]}";44.2458394525, -76.5988855326
650;;Village;BATTERSEA;"{""type"": ""Point"", ""coordinates"": [-76.3736559296285, 44.43607222671506]}";44.4360722267, -76.3736559296
4168;5955 FRONT RD;Education Facility;AMHERST ISLAND PS;"{""type"": ""Point"", ""coordinates"": [-76.70368711620759, 44.16869334178298]}";44.1686933418, -76.7036871162
4166;6668 WHEELER ST;Education Facility;TAMWORTH E S;"{""type"": ""Point"", ""coordinates"": [-76.98943193512777, 44.483818880651235]}";44.4838188807, -76.9894319351
1039;710 MONA DR;Park;MONA LOOKOUT PARK;"{""type"": ""Point"", ""coordinates"": [-76.60180472246257, 44.24581591792638]}";44.2458159179, -76.6018047225
1056;955 HUDSON DR;Park;HUDSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.58531503253684, 44.243986322894244]}";44.2439863229, -76.5853150325
3448;840 PRINCESS ST;;ECONO LODGE;"{""type"": ""Point"", ""coordinates"": [-76.50850268931019, 44.23956477497703]}";44.239564775, -76.5085026893
605;;Village;JOYCEVILLE;"{""type"": ""Point"", ""coordinates"": [-76.33611421938643, 44.36070132349228]}";44.3607013235, -76.3361142194
622;;Village;BUCK LAKE;"{""type"": ""Point"", ""coordinates"": [-76.4523845208549, 44.52423822497279]}";44.524238225, -76.4523845209
629;;Village;ALMONT;"{""type"": ""Point"", ""coordinates"": [-76.19701651959525, 45.227040728349856]}";45.2270407283, -76.1970165196
637;;Village;HINCH;"{""type"": ""Point"", ""coordinates"": [-76.93979416723165, 44.365274295188364]}";44.3652742952, -76.9397941672
626;;Village;BROOKE;"{""type"": ""Point"", ""coordinates"": [-76.4310160357603, 44.85704166680561]}";44.8570416668, -76.4310160358
4161;6875 HWY 38;Education Facility;PRINCE CHARLES PS;"{""type"": ""Point"", ""coordinates"": [-76.69153061908118, 44.4877716221339]}";44.4877716221, -76.6915306191
50;685 BROCK ST;Monument;KINGSTON TERCENTENIAL;"{""type"": ""Point"", ""coordinates"": [-76.50791349335657, 44.23321689262588]}";44.2332168926, -76.5079134934
46;23 ONTARIO ST;Monument;FAMINE CELTIC CROSS;"{""type"": ""Point"", ""coordinates"": [-76.4851874816549, 44.22361586134134]}";44.2236158613, -76.4851874817
51;1 KING ST E;Monument;MEMORIAL PARK CANON;"{""type"": ""Point"", ""coordinates"": [-76.4892850876985, 44.22214906102807]}";44.222149061, -76.4892850877
421;52 NOTCH HILL RD;Basketball Court;;"{""type"": ""Point"", ""coordinates"": [-76.53129877489035, 44.237842560513414]}";44.2378425605, -76.5312987749
641;;Village;KINGSFORD;"{""type"": ""Point"", ""coordinates"": [-77.08114460677857, 44.29456346484717]}";44.2945634648, -77.0811446068
640;;Village;PRESCOTT;"{""type"": ""Point"", ""coordinates"": [-75.51301872115073, 44.71104139738375]}";44.7110413974, -75.5130187212
642;;Village;HYDRO HILL;"{""type"": ""Point"", ""coordinates"": [-76.600015801988, 44.95704214108859]}";44.9570421411, -76.600015802
646;;Village;HAYBURN;"{""type"": ""Point"", ""coordinates"": [-76.95578126035284, 44.14572471405203]}";44.1457247141, -76.9557812604
648;;Village;CONWAY;"{""type"": ""Point"", ""coordinates"": [-76.91643479526562, 44.113567993895636]}";44.1135679939, -76.9164347953
1042;964 LINCOLN DR;Park;PIMLICO PARK;"{""type"": ""Point"", ""coordinates"": [-76.58769676363214, 44.24108484982913]}";44.2410848498, -76.5876967636
687;;Village;BREWERS MILLS;"{""type"": ""Point"", ""coordinates"": [-76.3071869448123, 44.41309019493437]}";44.4130901949, -76.3071869448
655;;Village;LYNDHURST;"{""type"": ""Point"", ""coordinates"": [-76.12401781364191, 44.551040582993714]}";44.551040583, -76.1240178136
683;;Village;MIDDLEVILLE;"{""type"": ""Point"", ""coordinates"": [-76.396016029853, 45.098040676309026]}";45.0980406763, -76.3960160299
679;;Village;RIDEAU FERRY;"{""type"": ""Point"", ""coordinates"": [-76.141015942234, 44.84804103672885]}";44.8480410367, -76.1410159422
689;;Village;FRANKVILLE;"{""type"": ""Point"", ""coordinates"": [-75.96201700616908, 44.72103908879965]}";44.7210390888, -75.9620170062
700;;Village;INVERARY;"{""type"": ""Point"", ""coordinates"": [-76.48647872002763, 44.38191755513468]}";44.3819175551, -76.48647872
652;;Village;DESERT LAKE;"{""type"": ""Point"", ""coordinates"": [-76.5932176046665, 44.5128022492509]}";44.5128022493, -76.5932176047
680;;Village;COXDALE;"{""type"": ""Point"", ""coordinates"": [-76.86752614498405, 44.87961877782408]}";44.8796187778, -76.867526145
704;;Village;FLINTON;"{""type"": ""Point"", ""coordinates"": [-77.20657369057697, 44.68800422846472]}";44.6880042285, -77.2065736906
121;225 ONTARIO ST;Monument;CONFEDERATION PARK (THE WRESTLERS);"{""type"": ""Point"", ""coordinates"": [-76.4799281498072, 44.2291261926982]}";44.2291261927, -76.4799281498
1025;739 AUGUSTA DR;Park;BERT MEUNIER COMMON;"{""type"": ""Point"", ""coordinates"": [-76.55324973286832, 44.26480319607655]}";44.2648031961, -76.5532497329
1021;64 DRENNAN ST;Park;STARR REID PARK;"{""type"": ""Point"", ""coordinates"": [-76.48401604102017, 44.26056369077515]}";44.2605636908, -76.484016041
1029;434 MCEWEN DR;Park;LA SALLE PARK;"{""type"": ""Point"", ""coordinates"": [-76.57379635431283, 44.23264954548883]}";44.2326495455, -76.5737963543
2282;100 PORTSMOUTH AVE;Bus Transfer Station;BUS TRANSFER STATION - ST. LAWRENCE COLLEGE;"{""type"": ""Point"", ""coordinates"": [-76.52654637723931, 44.22387774541771]}";44.2238777454, -76.5265463772
2879;863 PRINCESS ST SUITE 301;Radio Station;K-ROCK 105.7 FM;"{""type"": ""Point"", ""coordinates"": [-76.50969361467361, 44.24070374941645]}";44.2407037494, -76.5096936147
74;23 ONTARIO ST;Monument;STEAM MUSEUM MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.48439392149959, 44.22402819733903]}";44.2240281973, -76.4843939215
1746;2456 PRINCESS ST;Gallery;GLEBE ART STUDIO;"{""type"": ""Point"", ""coordinates"": [-76.56072965393882, 44.258548289482704]}";44.2585482895, -76.5607296539
2629;1000 GARDINERS RD;Police Station;RCMP;"{""type"": ""Point"", ""coordinates"": [-76.5679280435776, 44.259151094095806]}";44.2591510941, -76.5679280436
1503;2157 BATH RD;Marina;THE BOAT WAREHOUSE;"{""type"": ""Point"", ""coordinates"": [-76.59932356262796, 44.240283862347546]}";44.2402838623, -76.5993235626
3556;7 VALOUR DR;RMC;MASSEY LIBRARY;"{""type"": ""Point"", ""coordinates"": [-76.4685460242258, 44.230951090930716]}";44.2309510909, -76.4685460242
3233;2754 CREEKFORD RD;;CREEKFORD WATER TOWER;"{""type"": ""Point"", ""coordinates"": [-76.57755852462785, 44.27987468289126]}";44.2798746829, -76.5775585246
876;230 MACDONNELL ST;Place of Worship;KINGSTON CHINESE ALLIANCE CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.50540530765798, 44.2324741979985]}";44.232474198, -76.5054053077
3990;1020 PEMBRIDGE CR;Cell Antenna;1020 PEMBRIDGE CR CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.58562992637104, 44.25134012973633]}";44.2513401297, -76.5856299264
426;77 MACCAULEY ST;Soccer Field;RIDEAU HEIGHTS PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48261230774855, 44.265681783030224]}";44.265681783, -76.4826123077
3989;945 GARINERS RD;Cell Tower;945 GARINERS RD CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.57193020037128, 44.256710936342756]}";44.2567109363, -76.5719302004
1725;101 UNION ST;Queen's University;STAUFFER LIBRARY;"{""type"": ""Point"", ""coordinates"": [-76.49624521100323, 44.2282726090231]}";44.228272609, -76.496245211
1507;1270 COVERDALE DR;Marina;COLLINS BAY MARINA;"{""type"": ""Point"", ""coordinates"": [-76.60547587335562, 44.23838175348866]}";44.2383817535, -76.6054758734
1737;320 KING ST E;Gallery;STUDIO 22 GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.48179358993265, 44.230179050938546]}";44.2301790509, -76.4817935899
1623;1 GRENVILLE CRES;Tennis Court;GRENVILLE CRESCENT PARKS TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.53430059336038, 44.240115066587684]}";44.2401150666, -76.5343005934
1638;41 GRENADIER DR;Tennis Court;GRENADIER PARK TENNIS COURTS;"{""type"": ""Point"", ""coordinates"": [-76.45785654963309, 44.25450453261262]}";44.2545045326, -76.4578565496
1633;45 NAPIER ST;Tennis Court;KINGSTON TENNIS CLUB;"{""type"": ""Point"", ""coordinates"": [-76.50623197070965, 44.228321807369014]}";44.2283218074, -76.5062319707
1632;153 ROBERT WALLACE DR;Tennis Court;POLSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.52912124265546, 44.23534050036621]}";44.2353405004, -76.5291212427
1223;303 YORK ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.50030756404135, 44.23889246341151]}";44.2388924634, -76.500307564
1224;920 KING ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.53239143312513, 44.21936802269422]}";44.2193680227, -76.5323914331
802;158 PATRICK ST;Education Facility;ST. PATRICK CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48996393692954, 44.24106872053344]}";44.2410687205, -76.4899639369
808;484 ALBERT ST;Education Facility;MARTELLO ENRICHMENT SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50116238232086, 44.23629830418723]}";44.2362983042, -76.5011623823
799;90 WILEY ST;Education Facility;J. G. SIMCOE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48957617404615, 44.259799790597995]}";44.2597997906, -76.489576174
1337;1180 WOODBINE RD;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.60476882081018, 44.259176429129]}";44.2591764291, -76.6047688208
1347;;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.58574837468863, 44.243289018205026]}";44.2432890182, -76.5857483747
1698;36 UNIVERSITY AVE;Queen's University;AGNES ETHERINGTON ART CENTRE (QUEEN'S U);"{""type"": ""Point"", ""coordinates"": [-76.49626494050366, 44.225263882814374]}";44.2252638828, -76.4962649405
2896;736 HIGH GATE PARK DR;Childcare Facility;BEFORE/AFTER CARE JOHN XXIII CS;"{""type"": ""Point"", ""coordinates"": [-76.60401305519923, 44.246509981065174]}";44.2465099811, -76.6040130552
796;974 PEMBRIDGE CRES;Education Facility;ARCHBISHOP O'SULLIVAN CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.58472812880234, 44.2495179194945]}";44.2495179195, -76.5847281288
1829;1648 JOYCEVILLE RD;Outdoor Rink;PEIRSON PARK OUTDOOR HOCKEY RINK;"{""type"": ""Point"", ""coordinates"": [-76.33032500787928, 44.30341518721088]}";44.3034151872, -76.3303250079
2390;2485 PRINCESS ST;Long Term Care;ROYALTON RETIREMENT RESIDENCE;"{""type"": ""Point"", ""coordinates"": [-76.56601966239613, 44.257815138057474]}";44.2578151381, -76.5660196624
4408;143 KIRKPATRICK ST;Secondary School;KINGSTON SECONDARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.5024743119847, 44.253773823572814]}";44.2537738236, -76.502474312
2871;235 FRONTENAC ST;Radio Station;CKVI 91.9 FM - THE CAVE;"{""type"": ""Point"", ""coordinates"": [-76.49800644037705, 44.22939507625135]}";44.2293950763, -76.4980064404
1729;92 BARRIE ST;Queen's University;CATARAQUI BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.49094821190933, 44.22563961565712]}";44.2256396157, -76.4909482119
4388;347 WELLINGTON ST;Marina;METAL CRAFT MARINE;"{""type"": ""Point"", ""coordinates"": [-76.48070583273532, 44.23622952542202]}";44.2362295254, -76.4807058327
4390;1636 HWY 15;Plaza;Husky Plaza;"{""type"": ""Point"", ""coordinates"": [-76.43358655416853, 44.285341818767925]}";44.2853418188, -76.4335865542
781;164 VAN ORDER DR;Education Facility;LIMESTONE SCHOOL OF COMMUNITY EDUCATION;"{""type"": ""Point"", ""coordinates"": [-76.52147301366242, 44.23768670047735]}";44.2376867005, -76.5214730137
780;244 MCMAHON AVE;Education Facility;QUINTILIAN PRIVATE SCHOOL OF KINGSTON;"{""type"": ""Point"", ""coordinates"": [-76.52248274577823, 44.24958401488595]}";44.2495840149, -76.5224827458
3584;945 PRINCESS ST;Government Centre;QUEEN'S UNIVERSITY INNOVATION CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.51143929087007, 44.24399388839488]}";44.2439938884, -76.5114392909
544;15 OAK ST;Soccer Field;MAX JACKSON PARK MINI SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.50296997278622, 44.25077392159315]}";44.2507739216, -76.5029699728
31;945 GARDINERS RD;Shopping Centre;CATARAQUI TOWN CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.571723255348, 44.25632479318909]}";44.2563247932, -76.5717232553
762;1 KING ST;Washroom;RICHARDSON BEACH BATH HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.48899476083531, 44.22213818850619]}";44.2221381885, -76.4889947608
685;;Village;CLOYNE;"{""type"": ""Point"", ""coordinates"": [-77.18384706255881, 44.821248288015575]}";44.821248288, -77.1838470626
666;;Village;FERMOY;"{""type"": ""Point"", ""coordinates"": [-76.5141089773224, 44.641763191532554]}";44.6417631915, -76.5141089773
696;;Village;ROBLIN;"{""type"": ""Point"", ""coordinates"": [-77.0221316218993, 44.378325863982035]}";44.378325864, -77.0221316219
693;;Village;STELLA;"{""type"": ""Point"", ""coordinates"": [-76.7003397947429, 44.168822864243374]}";44.1688228642, -76.7003397947
705;;Village;SELBY;"{""type"": ""Point"", ""coordinates"": [-76.98056982344816, 44.30286100248737]}";44.3028610025, -76.9805698234
2391;471 CATARAQUI WOODS DR;Long Term Care;WATERFORD RETIREMENT RESIDENCE;"{""type"": ""Point"", ""coordinates"": [-76.55828605026943, 44.269040991583545]}";44.2690409916, -76.5582860503
376;836 MUIRFIELD CRES;Ball Diamond;BEXLEY GATE (BASEBALL FIELD);"{""type"": ""Point"", ""coordinates"": [-76.56172856120796, 44.253258434747075]}";44.2532584347, -76.5617285612
866;999 SYDENHAM RD;Place of Worship;FRONT LINE WORSHIP CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.54497138044718, 44.26441191619883]}";44.2644119162, -76.5449713804
1008;1745 JESSE CRES;Park;SUNNYSIDE PARK;"{""type"": ""Point"", ""coordinates"": [-76.53702984558237, 44.285471048030935]}";44.285471048, -76.5370298456
1351;2991 2 HWY;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.31113629476276, 44.29300315872337]}";44.2930031587, -76.3111362948
9;1060 LEN BIRCHALL WY;Driving Range;LANDINGS GOLF COURSE AND TEACHING CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.5933801696217, 44.2186072672038]}";44.2186072672, -76.5933801696
4160;14196 HWY 41;Education Facility;NORTH ADDINGTON EDUCATION CENTRE PS;"{""type"": ""Point"", ""coordinates"": [-77.1862222428568, 44.817139587134186]}";44.8171395871, -77.1862222429
2430;1546 BATTERSEA RD;Parking Lot;MONTREAL ST PARK & RIDE (PARKING LOT);"{""type"": ""Point"", ""coordinates"": [-76.47211677116495, 44.27918447292831]}";44.2791844729, -76.4721167712
4156;1447 MOUNTAIN GROVE RD;Education Facility;LAND O LAKES PS;"{""type"": ""Point"", ""coordinates"": [-76.84549509430693, 44.73808681735932]}";44.7380868174, -76.8454950943
467;114 WILEY ST;Soccer Field;HOLY FAMILY ELEMENTARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.49099226229822, 44.260954764585534]}";44.2609547646, -76.4909922623
1524;25 MARKLAND ST;Childcare Facility;MULBERRY WALDORF SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48681539819424, 44.2383667588292]}";44.2383667588, -76.4868153982
183;77 MACCAULEY ST;Playground;RIDEAU HEIGHTS PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48096664493255, 44.2656554212837]}";44.2656554213, -76.4809666449
1148;412 RIDEAU ST;Park;OPTIMIST BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.48546910188547, 44.242528502528124]}";44.2425285025, -76.4854691019
1908;63 BARRACK ST;Parking Lot;BARRACK LOT;"{""type"": ""Point"", ""coordinates"": [-76.48130160623646, 44.23361739358724]}";44.2336173936, -76.4813016062
4553;2721 SAND HILL RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.31727264766589, 44.37943316153741]}";44.3794331615, -76.3172726477
2190;3766 HWY 15;Water Tower;PITTSBURGH/JOYCEVILLE INSTITUTE WATER TOWER;"{""type"": ""Point"", ""coordinates"": [-76.35342938067394, 44.357275082581126]}";44.3572750826, -76.3534293807
131;731 MONTREAL ST;Skateboard Park;BELLE PARK (SKATEBOARD PARK);"{""type"": ""Point"", ""coordinates"": [-76.48368757497079, 44.25237942587569]}";44.2523794259, -76.483687575
2850;ORSER RD;Trailhead & Parking;K&P NORTH TRAILHEAD - ORSER RD;"{""type"": ""Point"", ""coordinates"": [-76.6210738649686, 44.35477447510637]}";44.3547744751, -76.621073865
88;225 ONTARIO ST;Monument;CONFEDERATION PARK FLOWER STONE;"{""type"": ""Point"", ""coordinates"": [-76.47944365399835, 44.229455136711195]}";44.2294551367, -76.479443654
3900;UNITY RD;Trail Access;RIDEAU TRAIL UNITY RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.56397753962463, 44.31837954182206]}";44.3183795418, -76.5639775396
1481;34 FAIRCREST BLVD;Beach;RIVERSIDE WATERSIDE BEACH;"{""type"": ""Point"", ""coordinates"": [-76.40892276848079, 44.24522860096944]}";44.245228601, -76.4089227685
1962;225 ONTARIO ST;Drink Fountain;IRISH FOUNTAIN;"{""type"": ""Point"", ""coordinates"": [-76.4802166509714, 44.22949138873002]}";44.2294913887, -76.480216651
3208;ESCALA CR;Park;WOODHAVEN PARK;"{""type"": ""Point"", ""coordinates"": [-76.59951346112335, 44.26623483328919]}";44.2662348333, -76.5995134611
3950;;Communication Tower;700 BARBARA AV CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49742035941297, 44.25017014265005]}";44.2501701427, -76.4974203594
1377;225 ONTARIO ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48043230144442, 44.22918223201657]}";44.229182232, -76.4804323014
781;1440 PRINCESS ST;Education Facility;LOYOLA SCHOOL OF ADULT & CONTINUING EDUCATION;"{""type"": ""Point"", ""coordinates"": [-76.5317483510838, 44.250076929923395]}";44.2500769299, -76.5317483511
1549;100 WRIGHT CRES;Childcare Facility;KINGSTON FAMILY Y - DAY CARE/S.A. PROGRAM;"{""type"": ""Point"", ""coordinates"": [-76.51727795207952, 44.23966893091328]}";44.2396689309, -76.5172779521
837;1085 WOODBINE RD;Education Facility;HOLY CROSS CATHOLIC SECONDARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.59692297354434, 44.25787228478644]}";44.2578722848, -76.5969229735
838;1044 LANCASTER DR;Education Facility;MOTHER TERESA CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.59786529566854, 44.25575268943513]}";44.2557526894, -76.5978652957
3496;70 FAIRFIELD BL;Education Facility;AMHERSTVIEW PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.63900488621623, 44.225087245053146]}";44.2250872451, -76.6390048862
3987;560 O'CONNOR DR;Communication Tower;560 O'CONNOR DR CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.56465300213162, 44.26052845332501]}";44.2605284533, -76.5646530021
4068;1292 HWY 15;Education Facility;GREAT OAK MONTESSORI SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.44729170554648, 44.27328732217875]}";44.2732873222, -76.4472917055
518;100 PORTSMOUTH AVE;Soccer Field;ST. LAWRENCE COLLEGE;"{""type"": ""Point"", ""coordinates"": [-76.52620369825482, 44.22156414608646]}";44.2215641461, -76.5262036983
4070;2312 PRINCESS ST;Education Facility;LAKESHORE SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.54872143895221, 44.25860007988618]}";44.2586000799, -76.548721439
4209;;Former Grain Elevevator;ELEVATOR BAY;"{""type"": ""Point"", ""coordinates"": [-76.53654892787115, 44.21798138594734]}";44.2179813859, -76.5365489279
2812;947 HWY 2;Municipal Wastewater Treatment Plant;RAVENSVIEW WASTEWATER TREATMENT PLANT;"{""type"": ""Point"", ""coordinates"": [-76.419730972543, 44.24138323334077]}";44.2413832333, -76.4197309725
4088;1469 PRINCESS ST;Education Facility;ACADEMY OF LEARNING COLLEGE;"{""type"": ""Point"", ""coordinates"": [-76.53333785210904, 44.25213018293756]}";44.2521301829, -76.5333378521
4130;97 PARK CRES;Education Facility;OUR LADY OF MOUNT CARMEL C S;"{""type"": ""Point"", ""coordinates"": [-76.64093143518708, 44.22371606692957]}";44.2237160669, -76.6409314352
3909;745 PROGRESS AV;Aquatics Centre;YMCA KINGSTON WEST POOL;"{""type"": ""Point"", ""coordinates"": [-76.5745490250311, 44.24641187278248]}";44.2464118728, -76.574549025
4133;3889 WILTON RD;Education Facility;ST. PATRICK C. S.;"{""type"": ""Point"", ""coordinates"": [-76.66993792240967, 44.39997508566047]}";44.3999750857, -76.6699379224
3527;76 STUART ST;Queen's University;DORAN WING;"{""type"": ""Point"", ""coordinates"": [-76.49229154134616, 44.224260068610086]}";44.2242600686, -76.4922915413
4108;3845 UNITY RD;Solar Farm;3845 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.64905126528043, 44.313162366318906]}";44.3131623663, -76.6490512653
4110;2490 UNITY RD;Solar Farm;2490 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.56261739008517, 44.31887890791229]}";44.3188789079, -76.5626173901
4109;3606 DRAKE RD;Solar Farm;3606 SOLAR FARM;"{""type"": ""Point"", ""coordinates"": [-76.63340696241579, 44.29661331944676]}";44.2966133194, -76.6334069624
4555;4310-4320 HUGHES RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.38631465025513, 44.35224424845806]}";44.3522442485, -76.3863146503
4632;615 MANDARA CT;Basketbal Court;WESTBROOK MEADOWS PARK BASKETBALL;"{""type"": ""Point"", ""coordinates"": [-76.62724363438572, 44.27233864225923]}";44.2723386423, -76.6272436344
4624;Grenville Cr;Park;MARSHLANDS CONSERVATION AREA TRAILS (NORTH);"{""type"": ""Point"", ""coordinates"": [-76.53558589908553, 44.243447707627034]}";44.2434477076, -76.5355858991
